FID,Long,Lat,SC
1617,379420.6515,6393943.764,M2
1618,382931.8722,6395033.363,M2
1619,379721.1865,6396816.973,M2
1620,377892.3061,6392798.631,M2
1621,382213.069,6393890.615,M2
1622,381024.2413,6392349.698,M2
1623,377519.2745,6394896.375,M2
1624,383115.2375,6394687.351,M2
1625,379665.753,6397053.589,M2
1626,382122.5153,6394007.078,M2
1627,381182.9821,6392181.943,M2
1628,376326.7322,6382288.69,M1
1629,375350.5352,6385214.934,M1
1630,375223.1843,6384973.829,M1
1631,375696.0752,6382482.635,M1
1632,377502.8165,6379377.026,M1
1633,377313.302,6380528.989,M1
1634,376364.3849,6381598.35,M1
1635,376004.4976,6382864.601,M1
1636,375194.7975,6384096.378,M1
1637,376872.4719,6379789.484,M1
1638,377053.6853,6380068.938,M1
1639,373083.0376,6391145.221,M1
1640,376534.9639,6382660.521,M1
1641,373890.0224,6388930.016,M1
1642,375981.0394,6383016.22,M1
1643,377737.7595,6376892.79,M1
1644,376187.1004,6391941.566,M1
1645,376386.884,6391119.078,M1
1646,377265.7742,6380202.404,M1
1647,374163.1766,6388772.687,M1
1648,378792.6293,6377228.401,M1
1649,374112.9105,6388518.128,M1
1650,375527.7458,6384095.005,M1
1651,375900.4149,6383164.908,M1
1652,373082.8704,6391165.733,M1
1653,374070.9714,6389164.052,M1
1654,378545.2184,6376462.495,M1
1655,373007.7048,6390575.426,M1
1656,374009.6919,6389632.317,M1
1657,379683.4302,6392080.812,M1
1658,380569.7579,6391739.97,M2
1659,375527.5403,6382987.269,M2
1660,376228.2592,6381762.982,M2
1661,380928.5524,6393053.755,M2
1662,379665.753,6397053.589,M2
1663,376409.1898,6381765.233,M2
1664,377252.8338,6393735.499,M2
1665,378545.2184,6376462.495,M2
1666,376671.618,6381017.807,M2
1667,381229.2894,6392549.508,M2
1668,374009.6919,6389632.317,M2
1669,381182.9821,6392181.943,M2
1670,376139.5158,6391465.289,M2
1671,379123.2855,6396330.755,M2
1672,379594.9579,6399579.689,M2
1673,375900.4149,6383164.908,M2
1674,375981.0394,6383016.22,M2
1675,376717.3845,6379973.846,M2
1676,383115.2375,6394687.351,M2
1677,379683.4302,6392080.812,M2
1688,378869.7271,6400752.914,AM2
1689,377814.1483,6393662.551,AM2
1690,374165.6689,6387906.714,AM2
1691,372336.1033,6391649.084,AM2
1692,374558.6575,6386724.101,AM2
1693,378663.9849,6393792.668,AM2
1694,381052.0383,6391750.167,AM2
1695,373194.3296,6391249.759,AM2
1696,380390.2138,6393956.536,AM2
1697,372181.75,6391682.59,AM2
1698,376798.1908,6380563.643,AM2
1699,376109.95,6392183.441,AM2
1700,379579.3887,6392224.81,AM2
1701,371531.6792,6392092.275,AM2
1702,378851.7984,6394792.878,AM2
1703,379608.0739,6399504.449,AM2
1704,375900.4149,6383164.908,AM2
1705,373795.4844,6389208.248,AM2
1706,375797.2238,6383168.055,AM2
1707,381819.2037,6392588.667,AM2
1708,382553.7902,6392537.465,AM2
1709,374163.1766,6388772.687,AM2
1710,374111.9799,6387478.022,AM2
1711,371440.7692,6392227.492,AM2
1712,373183.4339,6391073.315,AM2
1713,382375.6318,6393717.342,AM2
1714,379288.5096,6396566.71,AM2
1715,375223.1843,6384973.829,AM2
1716,374290.3208,6391041.866,AM2
1717,379640.4915,6398761.945,AM2
1718,375531.0173,6385033.125,AM2
1719,382474.8565,6391907.849,AM2
1720,382587.4298,6392709.725,AM2
1721,376187.1004,6391941.566,AM2
1722,371742.6926,6391959.711,AM2
1723,375194.7975,6384096.378,AM2
1724,382122.5153,6394007.078,AM2
1725,381024.2413,6392349.698,AM2
1726,372808.6146,6390586.195,AM2
1727,379065.6365,6400554.591,AM2
1728,377663.0888,6379302.491,AM2
1729,373083.0376,6391145.221,AM2
1730,374070.9714,6389164.052,AM2
1731,373082.8704,6391165.733,AM2
1732,374009.6919,6389632.317,AM2
1733,371905.0577,6391887.504,AM2
1734,372001.091,6391791.158,AM2
1735,379500.4122,6399787.005,AF1
1736,379000.1715,6400452.899,AF1
1737,378847.9503,6400689.448,AF1
1738,379574.5939,6402130.782,AF1
1739,378905.633,6400735.607,AF1
1740,378987.312,6401205.617,AF1
1741,379681.3231,6398100.483,AF1
1742,379058.2036,6401325.115,AF1
1743,379572.6629,6397999.383,AF1
1744,379603.2624,6398499.82,AF1
1745,379495.7075,6399865.673,AF1
1746,379626.9517,6398482.365,AF1
1747,373530.6967,6390183.999,AF1
1748,379812.4604,6397035.396,AF1
1749,378803.7609,6394883.217,AF1
1750,378904.1441,6400936.282,AF1
1751,378156.9402,6390268.219,AF1
1752,378932.9527,6400962.133,AF1
1753,378930.1974,6396225.298,AF1
1754,379412.9752,6396601.477,AF1
1755,379057.2603,6400314.989,AF1
1756,379020.3503,6401347.942,AF1
1757,379560.8164,6399840.954,AF1
1758,378944.1948,6400576.407,AF1
1759,378963.8789,6400657.587,AF1
1760,379727.8573,6400244.348,AF1
1761,378868.7211,6400603.214,AF1
1762,379584.8775,6399714.841,AF1
1763,381710.3735,6394644.197,AF1
1764,379507.2667,6399997.759,AF1
1765,379614.3782,6396719.221,AF1
1766,379471.529,6400079.379,AF1
1767,379548.0235,6398797.422,AF1
1768,379649.7823,6399472.796,AF1
1769,379153.3717,6401457.102,AF1
1770,378872.0213,6401184.264,AF1
1771,379648.6264,6397774.103,AF1
1772,379602.4493,6399659.613,AF1
1773,379577.3342,6399873.308,AF1
1774,379131.5662,6400384.632,AF1
1775,378841.7265,6400350.081,AF1
1776,374946.9823,6386802.168,AF1
1777,379031.5804,6401273.789,AF1
1778,379225.268,6400248.273,AF1
1779,378855.6256,6400598.62,AF1
1780,378941.3272,6401201.734,AF1
1781,378988.0569,6400600.222,AF1
1782,379582.783,6397860.905,AF1
1783,379394.4458,6400006.378,AF1
1784,379187.3789,6400274.427,AF1
1785,379108.3251,6401453.232,AF1
1786,379065.6365,6400554.591,AF1
1787,379720.1478,6398542.252,AF1
1788,379057.522,6401459.271,AF1
1789,379585.9368,6399704.875,AF1
1790,378902.8022,6400891.914,AF1
1791,378869.3114,6400632.049,AF1
1792,376249.9926,6391713.929,AF1
1793,378936.0375,6400707.146,AF1
1794,379155.3926,6400278.476,AF1
1795,379114.0856,6401598.554,AF1
1796,379640.6017,6398596.735,AF1
1797,379665.753,6397053.589,AF1
1798,378822.1221,6400572.712,AF1
1799,379520.1122,6399867.075,AF1
1800,379609.3303,6399009.941,AF1
1801,378869.3114,6400632.049,AF1
1802,379611.0915,6399487.853,AF1
1803,375900.4149,6383164.908,AF1
1804,380555.0495,6393988.448,M2
1805,383078.6201,6395008.471,M2
1806,381707.1193,6393571.952,M2
1807,379876.7998,6398479.825,M2
1808,382223.2619,6390880.352,M2
1809,382192.4758,6391182.69,M2
1810,381404.3172,6392827.681,M2
1811,378761.6887,6395642.24,M2
1812,383115.2375,6394687.351,M2
1813,379665.753,6397053.589,M2
1814,379611.0915,6399487.853,M2
1815,382450.3482,6390404.03,M2
1816,376750.5807,6381832.676,M1
1817,375854.7753,6392173.616,M1
1818,377053.6853,6380068.938,M1
1819,376671.618,6381017.807,M1
1820,379194.4171,6390687.778,M1
1821,380578.3151,6391887.543,M1
1822,381528.5139,6390431.928,M1
1823,377335.0099,6390259.25,M1
1824,376249.9926,6391713.929,M1
1825,376416.1013,6382567.011,M1
1826,378357.9856,6376905.955,M1
1827,377757.3669,6392014.154,M1
1828,376788.6741,6392401.414,M1
1829,375027.8218,6384995.772,M1
1830,377506.7829,6379207.422,M1
1831,374070.9714,6389164.052,M1
1832,379665.0458,6397346.304,M1
1833,376386.884,6391119.078,M1
1834,376364.3849,6381598.35,M1
1835,376717.3845,6379973.846,M1
1836,383115.2375,6394687.351,M1
1837,382450.3482,6390404.03,M1
1838,379609.3303,6399009.941,M1
1839,379683.4302,6392080.812,M1
1840,374290.3208,6391041.866,AM2
1841,379579.3887,6392224.81,AM2
1842,378851.7984,6394792.878,AM2
1843,377506.7829,6379207.422,AM2
1844,381052.0383,6391750.167,AM2
1845,375531.0173,6385033.125,AM2
1846,380390.2138,6393956.536,AM2
1847,378869.7271,6400752.914,AM2
1848,377508.5411,6392863.783,AM2
1849,379288.5096,6396566.71,AM2
1850,377814.1483,6393662.551,AM2
1851,379614.2794,6394156.774,AM2
1852,378805.4661,6395903.341,AM2
1853,379194.3414,6393872.282,AM2
1854,374566.3543,6390323.822,AM2
1855,379608.0739,6399504.449,AM2
1856,381819.2037,6392588.667,AM2
1857,379851.9617,6391881.04,AM2
1858,382474.8565,6391907.849,AM2
1859,382587.4298,6392709.725,AM2
1860,379640.4915,6398761.945,AM2
1861,376187.1004,6391941.566,AM2
1862,372336.1033,6391649.084,AM2
1863,378663.9849,6393792.668,AM2
1864,376798.1908,6380563.643,AM2
1865,382562.967,6392475.481,AM2
1866,374165.6689,6387906.714,AM2
1867,373083.0376,6391145.221,AM2
1868,373795.4844,6389208.248,AM2
1869,378748.2331,6391031.639,AM2
1870,381024.2413,6392349.698,AM2
1871,373183.4339,6391073.315,AM2
1872,377335.0099,6390259.25,AM2
1873,374163.1766,6388772.687,AM2
1874,382213.069,6393890.615,AM2
1875,376109.95,6392183.441,AM2
1876,379942.2,6391947.546,AM2
1877,379065.6365,6400554.591,AM2
1878,372808.6146,6390586.195,AM2
1879,374070.9714,6389164.052,AM2
1880,382122.5153,6394007.078,AM2
1881,373315.0633,6390758.968,AM2
1882,374355.0189,6386871.227,AM2
1883,374009.6919,6389632.317,AM2
1884,371905.0577,6391887.504,AM2
1885,372001.091,6391791.158,AM2
1886,378835.8889,6400521.874,AF1
1887,379163.6946,6396095.068,AF1
1888,378998.1195,6400544.904,AF1
1889,378936.0375,6400707.146,AF1
1890,378669.7207,6394788.45,AF1
1891,377252.8338,6393735.499,AF1
1892,379590.7746,6398288.998,AF1
1893,378942.4789,6400873.544,AF1
1894,378947.4568,6400850.32,AF1
1895,378930.617,6400766.956,AF1
1896,378876.1011,6400459.159,AF1
1897,379561.7593,6399684.625,AF1
1898,378855.0082,6400649.617,AF1
1899,379526.5528,6396682.681,AF1
1900,379501.3291,6399866.849,AF1
1901,378933.6556,6396327.35,AF1
1902,379155.3926,6400278.476,AF1
1903,379394.4458,6400006.378,AF1
1904,379686.0837,6398875.591,AF1
1905,379942.2,6391947.546,AF1
1906,380067.621,6392444.691,AF1
1907,379108.394,6400358.85,AF1
1908,378917.5221,6400995.21,AF1
1909,379628.1561,6397758.333,AF1
1910,379412.9752,6396601.477,AF1
1911,379020.3503,6401347.942,AF1
1912,381195.138,6394551.594,AF1
1913,379656.8682,6397869.559,AF1
1914,379609.3303,6399009.941,AF1
1915,379633.016,6398056.659,AF1
1916,379707.7215,6398482.228,AF1
1917,378803.7609,6394883.217,AF1
1918,378868.7211,6400603.214,AF1
1919,373270.8102,6390918.079,AF1
1920,378988.0569,6400600.222,AF1
1921,379114.0856,6401598.554,AF1
1922,377654.5172,6394279.315,AF1
1923,378822.1221,6400572.712,AF1
1924,379517.3735,6398067.463,AF1
1925,373443.4836,6386633.481,AF1
1926,382931.8722,6395033.363,AF1
1927,382728.9433,6394965.563,AF1
1928,379604.1375,6399207.244,AF1
1929,379225.268,6400248.273,AF1
1930,379052.3801,6400563.301,AF1
1931,372790.454,6389361.798,AF1
1932,379611.0915,6399487.853,AF1
1933,379626.9517,6398482.365,AF1
1934,379622.2512,6398170.736,AF1
1935,379022.4408,6401174.995,AF1
1936,379990.7793,6391888.254,AM2
1937,380254.9068,6393810.77,AM2
1938,372336.1033,6391649.084,AM2
1939,373443.4836,6386633.481,AM2
1940,375531.0173,6385033.125,AM2
1941,381052.0383,6391750.167,AM2
1942,378708.9355,6392565.76,AM2
1943,382345.7129,6391796.556,AM2
1944,373194.3296,6391249.759,AM2
1945,379716.6611,6393372.973,AM2
1946,374070.9714,6389164.052,AM2
1947,376004.4976,6382864.601,AM2
1948,376798.1908,6380563.643,AM2
1949,375027.8218,6384995.772,AM2
1950,377252.8338,6393735.499,AM2
1951,372808.6146,6390586.195,AM2
1952,379942.2,6391947.546,AM2
1953,381229.2894,6392549.508,AM2
1954,382122.5153,6394007.078,AM2
1955,373183.4339,6391073.315,AM2
1956,378851.7984,6394792.878,AM2
1957,381182.9821,6392181.943,AM2
1958,379546.7743,6393994.074,AM2
1959,381024.2413,6392349.698,AM2
1960,376717.3845,6379973.846,AM2
1961,377335.0099,6390259.25,AM2
1962,374355.0189,6386871.227,AM2
1963,376364.3849,6381598.35,AM2
1964,371714.0144,6391927.185,AM2
1965,372001.091,6391791.158,AM2
1966,371905.0577,6391887.504,AM2
1967,376386.884,6391119.078,M1
1968,375172.3918,6384985.389,M1
1969,376423.6983,6392465.647,M1
1970,379194.4171,6390687.778,M1
1971,379058.2036,6401325.115,M1
1972,378806.4286,6377940.443,M1
1973,375027.8218,6384995.772,M1
1974,375807.5725,6382489.573,M1
1975,377053.6853,6380068.938,M1
1976,374111.9799,6387478.022,M1
1977,373994.4235,6390246.421,M1
1978,375900.4149,6383164.908,M1
1979,376750.5807,6381832.676,M1
1980,375981.0394,6383016.22,M1
1981,374070.9714,6389164.052,M1
1982,378545.2184,6376462.495,M1
1983,376364.3849,6381598.35,M1
1984,374009.6919,6389632.317,M1
1985,376717.3845,6379973.846,M1
1986,377842.4611,6379122.849,M1
1987,379683.4302,6392080.812,M1
1988,379716.9117,6398498.97,AM1
1989,383489.4515,6395120.825,AM1
1990,379065.209,6401367.334,AM1
1991,379716.6611,6393372.973,AM1
1992,381117.8038,6391350.673,AM1
1993,371672.635,6392006.49,AM1
1994,382444.9126,6392139.234,AM1
1995,381712.6062,6394455.728,AM1
1996,381441.5761,6394195.272,AM1
1997,379210.3072,6392708.226,AM1
1998,378712.2169,6395618.355,AM1
1999,374271.3294,6388901.569,AM1
2000,379411.0035,6400035.407,AM1
2001,378129.2495,6396226.649,AM1
2002,374946.9823,6386802.168,AM1
2003,378949.5694,6394781.867,AM1
2004,379532.8515,6398029.95,AM1
2005,377492.809,6379504.419,AM1
2006,373890.0224,6388930.016,AM1
2007,374022.2862,6389007.09,AM1
2008,376567.1948,6392019.459,AM1
2009,378809.5425,6395180.448,AM1
2010,373250.6767,6390139.416,AM1
2011,378792.6293,6377228.401,AM1
2012,378562.5212,6378418.698,AM1
2013,373194.3619,6391025.773,AM1
2014,375172.9576,6386511.161,AM1
2015,374476.083,6391866.961,AM1
2016,373044.1773,6390954.006,AM1
2017,378868.7211,6400603.214,AM1
2018,379526.5528,6396682.681,AM1
2019,372864.2363,6391228.924,AM1
2020,377252.8338,6393735.499,AM1
2021,379609.169,6398789.288,AM1
2022,379650.7646,6398922.844,AM1
2023,371619.4687,6392053.487,AM1
2024,374971.6435,6386332.33,AM1
2025,377335.0099,6390259.25,AM1
2026,372961.1139,6391212.417,AM1
2027,374112.9105,6388518.128,AM1
2028,372993.5438,6391031.534,AM1
2029,379594.9579,6399579.689,AM1
2030,373795.4844,6389208.248,AM1
2031,373432.8085,6389541.846,AM1
2032,374110.3623,6388497.027,AM1
2033,379123.2855,6396330.755,AM1
2034,372808.6146,6390586.195,AM1
2035,373183.4339,6391073.315,AM1
2036,373007.7048,6390575.426,AM1
2037,374355.0189,6386871.227,AM1
2038,377842.4611,6379122.849,AM1
2039,383115.2375,6394687.351,AM1
2040,371905.0577,6391887.504,AM1
2041,379683.4302,6392080.812,AM1
2042,383740.8566,6393203.335,M2
2043,382192.4758,6391182.69,M2
2044,381707.1193,6393571.952,M2
2045,382213.069,6393890.615,M2
2046,379420.6515,6393943.764,M2
2047,379025.1282,6400486.464,M2
2048,378761.6887,6395642.24,M2
2049,379665.0458,6397346.304,M2
2050,378803.7609,6394883.217,M2
2051,386149.5833,6394423.038,M2
2052,379590.7746,6398288.998,M2
2053,383053.2235,6395012.609,M2
2054,380555.0495,6393988.448,M2
2055,379665.753,6397053.589,M2
2056,386077.448,6394410.019,M2
2057,384672.3915,6394550.227,M2
